SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
CC1(C)C(/C=C/C2=C(Sc3ccc(C(=O)OCCCCc4ccc5ccc6cccc7ccc4c5c67)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,797,813,16,0.066,130000,5.113943352,https://doi.org/10.1016/j.molstruc.2015.02.037
CC1(C)C(/C=C/C2=C(SCC(=O)O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,815,827,12,0.096,190000,5.278753601,https://doi.org/10.1016/j.jphotochem.2004.05.012
CC1(C)C(/C=C/C2=C(SCC(=O)O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,O,786,808,22,,200000,5.301029996,https://doi.org/10.1016/j.jphotochem.2004.05.012
CC1(C)C(/C=C/C2=C(SCC(=O)O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,795,816,21,,160000,5.204119983,https://doi.org/10.1016/j.jphotochem.2004.05.012
CC1(C)C(/C=C/C2=C(SCC(=O)O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,804,823,19,,180000,5.255272505,https://doi.org/10.1016/j.jphotochem.2004.05.012
CC1(C)C(/C=C/C2=C(SCC(=O)O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CO,789,813,24,,180000,5.255272505,https://doi.org/10.1016/j.jphotochem.2004.05.012
CC1(C)C(/C=C/C2=C3Oc4cc(Oc5ccc([N+](=O)[O-])c6nonc56)ccc4C=C3CCC2)=[N+](CCCCS(=O)(=O)O)c2ccccc21,O,593,702,109,,,,https://doi.org/10.1016/j.dyepig.2020.108997
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccc([N+](=O)[O-])cc4C3(C)C)=C2[O-])=[NH+]c2ccc([N+](=O)[O-])cc21,CCO,580,665,85,,82000,4.913813852,https://doi.org/10.1016/j.dyepig.2006.01.006
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccc(S(=O)(=O)O)cc4C3(C)C)=C2[O-])=[NH+]c2ccc(S(=O)(=O)O)cc21,CO,650,667,17,0.41,,,https://doi.org/10.1016/j.dyepig.2019.107567
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccc(S(=O)(=O)O)cc4C3(C)C)=C2[O-])=[NH+]c2ccc(S(=O)(=O)O)cc21,CS(=O)C,668,688,20,0.41,,,https://doi.org/10.1016/j.dyepig.2019.107567
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccc(S(=O)(=O)O)cc4C3(C)C)=C2[O-])=[NH+]c2ccc(S(=O)(=O)O)cc21,CN(C)C=O,667,685,18,0.38,,,https://doi.org/10.1016/j.dyepig.2019.107567
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccccc4C3(C)C)=C2[O-])=[NH+]c2ccccc21,CCO,508,648,140,,160000,5.204119983,https://doi.org/10.1016/j.dyepig.2006.01.006
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,641,657,16,0.101,228000,5.357934847,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,656,670,14,0.157,239000,5.378397901,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,O,631,646,15,0.021,242000,5.383815366,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,638,655,17,0.17,211000,5.324282455,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,654,668,14,0.185,222000,5.346352974,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,637,651,14,0.117,73000,4.86332286,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,O,631,647,16,0.014,67000,4.826074803,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,640,653,13,0.164,76000,4.880813592,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,655,665,10,0.151,69000,4.838849091,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,652,662,10,0.221,81000,4.908485019,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CO,638,652,14,0.065,272000,5.434568904,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,653,667,14,0.117,262000,5.418301291,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,641,654,13,0.136,233000,5.367355921,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,O,631,646,15,0.017,244000,5.387389826,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,656,672,16,0.114,267000,5.426511261,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,653,667,14,0.147,111000,5.045322979,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CCO,641,656,15,0.111,123000,5.089905111,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,632,643,11,0.023,75000,4.875061263,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CO,638,652,14,0.184,117000,5.068185862,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,656,668,12,0.153,116000,5.064457989,https://doi.org/10.1016/j.dyepig.2009.03.002
CC1(C)C(/C=C2\C(=O)C(=O)C(/C=C3/Nc4ccccc4C3(C)C)=C2[O-])=[NH+]c2ccccc21,CCO,626,759,133,,150000,5.176091259,https://doi.org/10.1016/j.dyepig.2006.01.006
CC1(C)C(=CC2=C([O-])C(=CC3=[N+](CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)C2=O)N(CCCCCC(=O)O)c2ccc(S(=O)(=O)O)cc21,CCO,640,650,10,0.35,,,https://doi.org/10.1016/j.dyepig.2019.107567
CC1(C)C(=CC2C([O-])C(C=C3N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)C2[O-])N(CCCS(=O)(=O)[O-])c2ccccc21,C(Cl)(Cl)Cl,639,650,11,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CC1(C)C(=CC2C([O-])C(C=C3N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)C2[O-])N(CCCS(=O)(=O)[O-])c2ccccc21,CC#N,634,646,12,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CC1(C)C(=CC2C([O-])C(C=C3N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)C2[O-])N(CCCS(=O)(=O)[O-])c2ccccc21,CCO,634,645,11,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CC1(C)C(=CC2C([O-])C(C=C3N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)C2[O-])N(CCCS(=O)(=O)[O-])c2ccccc21,CO,632,642,10,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,CO,628,648,20,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,CC#N,634,653,19,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,C(Cl)(Cl)Cl,636,654,18,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,CCO,630,649,19,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CC1(C)C2=[N+](CCC3Oc4c(c(=O)oc5c6c7c(cc45)CCCN7CCC6)C=C23)c2ccc(I)cc21,O,609,679,70,0.04,42000,4.62324929,https://doi.org/10.1016/j.snb.2023.133832
CC1(C)C2=[N+](CCC3Oc4c(c(=O)oc5c6c7c(cc45)CCCN7CCC6)C=C23)c2ccc(I)cc21,CC#N,623,686,63,0.15,55000,4.740362689,https://doi.org/10.1016/j.snb.2023.133832
CC1(C)C2=[N+](CCC3Oc4c(c(=O)oc5c6c7c(cc45)CCCN7CCC6)C=C23)c2ccc(I)cc21,C(Cl)Cl,653,687,34,0.26,99000,4.995635195,https://doi.org/10.1016/j.snb.2023.133832
CC1(C)C2=[N+](CCC3Oc4c(c(=O)oc5c6c7c(cc45)CCCN7CCC6)C=C23)c2ccccc21,CC#N,609,675,66,0.22,65000,4.812913357,https://doi.org/10.1016/j.snb.2023.133832
CC1(C)C2=[N+](CCC3Oc4c(c(=O)oc5c6c7c(cc45)CCCN7CCC6)C=C23)c2ccccc21,C(Cl)Cl,639,674,35,1,95000,4.977723605,https://doi.org/10.1016/j.snb.2023.133832
CC1(C)C2=[N+](CCC3Oc4c(c(=O)oc5c6c7c(cc45)CCCN7CCC6)C=C23)c2ccccc21,O,593,672,79,0.05,56000,4.748188027,https://doi.org/10.1016/j.snb.2023.133832
CC1(C)C2=[N+](CCCCCC(=O)NCCCCCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,O,749,768,19,0.36,228000,5.357934847,https://doi.org/10.1016/j.dyepig.2012.12.031
CC1(C)C2=[N+](CCCCCC(=O)NCCCCCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,CO,754,776,22,0.58,255000,5.40654018,https://doi.org/10.1016/j.dyepig.2012.12.031
CC1(C)C2=[N+](CCCCCC(=O)NCCCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,O,750,770,20,0.33,232000,5.365487985,https://doi.org/10.1016/j.dyepig.2012.12.031
CC1(C)C2=[N+](CCCCCC(=O)NCCCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,CO,755,778,23,0.57,251000,5.399673721,https://doi.org/10.1016/j.dyepig.2012.12.031
CC1(C)C2=[N+](CCCCCC(=O)NCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,O,749,773,24,0.32,236000,5.372912003,https://doi.org/10.1016/j.dyepig.2012.12.031
CC1(C)C2=[N+](CCCCCC(=O)NCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,CO,754,776,22,0.57,248000,5.394451681,https://doi.org/10.1016/j.dyepig.2012.12.031
CC1(C)C2=C(/C=C\C=C3/CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CN(C)C=O,678,702,24,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(/C=C\C=C3/CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,C(Cl)Cl,682,706,24,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(/C=C3\CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CN(C)C=O,588,621,33,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(/C=C3\CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,C(Cl)Cl,588,619,31,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(/C=C3\CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CCO,584,615,31,0.0005,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C(C#N)C#N)CCCN2c2ccccc21,CN(C)C=O,476,507,31,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C(C#N)C#N)CCCN2c2ccccc21,CC1=CC=CC=C1,472,499,27,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C(C#N)C#N)CCCN2c2ccccc21,CCO,474,502,28,0.002,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C(C#N)C#N)CCCN2c2ccccc21,CCCCCC,463,491,28,0.0008,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C(C#N)C#N)CCCN2c2ccccc21,C(Cl)Cl,472,502,30,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C/C=C\C=C(C#N)C#N)CCCN2c2ccccc21,CCCCCC,638,672,34,0.0055,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C/C=C\C=C(C#N)C#N)CCCN2c2ccccc21,C(Cl)Cl,671,695,24,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C/C=C\C=C(C#N)C#N)CCCN2c2ccccc21,CN(C)C=O,677,697,20,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C/C=C\C=C(C#N)C#N)CCCN2c2ccccc21,CCO,670,691,21,0.082,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C/C=C\C=C3CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CN(C)C=O,794,815,21,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C/C=C\C=C3CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CCO,789,810,21,0.15,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=C/C=C\C=C3CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,C(Cl)Cl,795,813,18,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,CC1=CC=CC=C1,554,583,29,0.0014,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,C(Cl)Cl,566,588,22,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,CCO,562,583,21,0.009,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,CCCCCC,553,575,22,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,CN(C)C=O,566,589,23,,,,https://doi.org/10.1016/j.jphotochem.2008.06.020
CC1(C)C2=C3C=C4C=C5C=C6C7=[N+](CCC6CC5OC4CC3CCN2c2ccccc21)c1ccccc1C7(C)C,C(Cl)Cl,775,811,36,0.4,303000,5.481442629,https://doi.org/10.1021/acs.joc.0c00236
CC1(C)C2=C3C=C4C=C5C=C6C7=[N+](CCC6CC5OC4CC3CCN2c2ccccc21)c1ccccc1C7(C)C,CO,782,803,21,0.29,265000,5.423245874,https://doi.org/10.1021/acs.joc.0c00236
CC1(CCCC(=O)O)/C(=C/C=C/C2=C3C=C4C(CS(=O)(=O)[O-])=CC(C)(C)N(CCCS(=O)(=O)[O-])C4=[O+]C3CC(c3ccccc3)=C2)N(CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CCO,675,710,35,0.15,,,https://doi.org/10.1016/j.dyepig.2013.11.027
CC1(CCCC(=O)O)/C(=C/C=C/C2=C3C=C4C(CS(=O)(=O)[O-])=CC(C)(C)N(CCCS(=O)(=O)[O-])C4=[O+]C3CC(c3ccccc3)=C2)N(CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,662,696,34,0.04,,,https://doi.org/10.1016/j.dyepig.2013.11.027
CC1(CCCCCC(=O)O)C(/C=C/C=C/C=C/C=C2/N(CCCS(=O)(=O)O)c3cc(I)cc(I)c3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)O)cc21,O,749,799,50,0.14,262000,5.418301291,https://doi.org/10.1016/j.dyepig.2023.111101
CC1(CCCCCC(=O)O)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)O)c2ccc(S(=O)(=O)O)cc21,O,783,803,20,0.055,95000,4.977723605,https://doi.org/10.1016/j.dyepig.2023.111648
CC1(CCCCCC(=O)O)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)O)c2ccc(S(=O)(=O)O)cc21,CO,791,809,18,0.08,153000,5.184691431,https://doi.org/10.1016/j.dyepig.2023.111648
CC1(CCCCCC(=O)O)C(/C=C2/C([O-])=C(/C=C3/Nc4ccc(S(=O)(=O)O)cc4C3(C)CCCCCC(=O)O)C2=C2C(=O)NC(=O)NC2=O)=[NH+]c2ccc(S(=O)(=O)O)cc21,CCO,666,696,30,0.26,,,https://doi.org/10.1016/j.dyepig.2019.107567
CC1(CCCCCC(=O)O)C(/C=C2\C(=O)C(/C=C3/Nc4ccc(S(=O)(=O)O)cc4C3(C)CCCCCC(=O)O)=C2[O-])=[NH+]c2ccc(S(=O)(=O)O)cc21,CCO,656,673,17,0.36,,,https://doi.org/10.1016/j.dyepig.2019.107567
CC1=C(c2ccc(C#N)cc2)/C(=C\C=C\C=C\c2c(-c3ccc(C#N)cc3)c(C)c3ccccn23)[n+]2ccccc21,CS(=O)C,820,860,40,0.023,84000,4.924279286,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccc(C#N)cc2)/C(=C\C=C\C=C\c2c(-c3ccc(C#N)cc3)c(C)c3ccccn23)[n+]2ccccc21,C(Cl)Cl,812,870,58,0.02,151000,5.178976947,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccc(C#N)cc2)/C(=C\C=C\C=C\c2c(-c3ccc(C#N)cc3)c(C)c3ccccn23)[n+]2ccccc21,CC#N,799,854,55,0.01,122000,5.086359831,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccccc2)/C(=C/c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,C(Cl)Cl,646,693,47,0.01,18000,4.255272505,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccccc2)/C(=C\C=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,C(Cl)Cl,825,868,43,0.022,188000,5.274157849,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccccc2)/C(=C\C=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,CC#N,810,848,38,0.012,140000,5.146128036,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccccc2)/C(=C\C=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,CS(=O)C,819,852,33,0.035,166000,5.220108088,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccccc2)/C(=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,C(Cl)Cl,708,741,33,0.01,204000,5.309630167,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccccc2)/C(=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,CS(=O)C,705,737,32,0.016,135000,5.130333768,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(c2ccccc2)/C(=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,CC#N,695,725,30,0.01,126000,5.100370545,https://doi.org/10.1021/acs.joc.8b02521
CC1=C(O)C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C/C(=C/C=C2/N(C)c3ccccc3C2(C)C)C1=O,CS(=O)C,654,711,57,0.06,,,https://doi.org/10.1016/j.saa.2021.120404
CC1=C(O)C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C/C(=C/C=C2/N(C)c3ccccc3C2(C)C)C1=O,C(Cl)Cl,661,711,50,0.055,,,https://doi.org/10.1016/j.saa.2021.120404
CC1=C(O)C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C/C(=C/C=C2/N(C)c3ccccc3C2(C)C)C1=O,CO,644,707,63,0.021,,,https://doi.org/10.1016/j.saa.2021.120404
CC1=C(O)C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C/C(=C/C=C2/N(C)c3ccccc3C2(C)C)C1=O,O,628,690,62,0.029,,,https://doi.org/10.1016/j.saa.2021.120404
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1C,CN(C)C=O,440,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCc1c[nH]c2ccccc12,CN(C)C=O,446,,,,,,https://doi.org/10.1016/S0143-7208(00)00102-9
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCc1ccccc1,CN(C)C=O,446,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCc1nc2ccccc2[nH]1,CN(C)C=O,448,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCCC(N)C(=O)O,CN(C)C=O,444,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCCCC(=O)CCCc1c[nH]c2ccccc12,CN(C)C=O,445,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCCCC(=O)Nc1c2ccccc2nc2ccccc12,CN(C)C=O,447,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCCCC(=O)Nc1ccc(N)cc1,CN(C)C=O,447,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCCCC(=O)NCCN(C)C,CN(C)C=O,444,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
