SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å)
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CC[Si](C)(C)C)=c3ccc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4[N+](=O)[O-])cc(C(C)(C)C)c1,C(Cl)Cl,,,,,144000,5.1584
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CC[Si](C)(C)C)=c3ccc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,310000,5.4914
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CC[Si](C)(C)C)=c3ccc4n3[Zn+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4[N+](=O)[O-])cc(C(C)(C)C)c1,C(Cl)Cl,,,,,195000,5.29
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CCC(O)(c3ccccc3)c3ccccc3)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)(Cl)Cl,,,,,269153,5.43
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CCc3ccc([N+](=O)[O-])cc3)=c3ccc4n3[Zn+2]n3c(ccc32)C(CCc2ccc([N+](=O)[O-])cc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C1CCOC1,,,,,98000,4.9912
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CCc3ccc(C(=O)O)cc3)=c3ccc4n3[Zn+2]n3c(ccc32)C(CCc2ccc(C(=O)O)cc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C1CCOC1,,,,,336000,5.5263
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CCc3ccc(C(=O)O)cc3)=c3ccc4n3[Zn+2]n3c(ccc32)C(CCc2ccc(-c3ccccc3)cc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C1CCOC1,,,,,524807,5.72
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CCc3ccc(C(=O)O)cc3)=c3ccc4n3[Zn+2]n3c(ccc32)C(CCc2cncnc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C1CCOC1,,,,,512861,5.71
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CCc3ccc(C(=O)O)cc3)=c3ccc4n3[Zn+2]n3c(ccc32)C(CCc2ncccn2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C1CCOC1,,,,,549541,5.74
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CCc3ccc(C(=O)O)cc3)=c3ccc4n3[Zn+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,CCO,,,,,498000,5.6972
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(CCc3ccccc3)=c3ccc4n3[Zn+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,CC1CCCO1,,,,,449000,5.6522
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(Cl)=c3ccc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,216000,5.3345
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(Cl)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,263027,5.42
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(F)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,263027,5.42
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(I)=c3ccc4n3[Ni+2]n3c(ccc32)C(I)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,162000,5.2095
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(n3ccnc3)=c3ccc4n3[Ni+2]n3c2ccc3C(n2ccnc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,261000,5.4166
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(N3CCOCC3)=c3ccc4n3[Zn+2]n3c2ccc3C(N2CCOCC2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,165959,5.22
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(Oc3ccc(Br)cc3)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,144544,5.16
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(Oc3ccc(N)cc3)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,223872,5.35
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(Oc3cccc([N+](=O)[O-])c3)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,239883,5.38
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(Oc3ccccc3)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,190546,5.28
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(OCc3ccccc3)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,281838,5.45
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(Sc3ccccc3)=c3ccc4n3[Ni+2]n3c(ccc32)C(Sc2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,214000,5.3304
CC(C)(C)c1cc(C2=C3C=CC(=N3)C(SCc3ccccc3)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccccc2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,186209,5.27
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3c(B4OC(C)(C)C(C)(C)O4)cc4n3[Ni+2]n3c(ccc32)C=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,212000,5.3263
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3c(B4OC(C)(C)C(C)(C)O4)cc4n3[Ni+2]n3c2cc(B2OC(C)(C)C(C)(C)O2)c3C=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,235000,5.3711
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3c(B4OC(C)(C)C(C)(C)O4)cc4n3[Zn+2]n3c(ccc32)C=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,488000,5.6884
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3c(B4OC(C)(C)C(C)(C)O4)cc4n3[Zn+2]n3c2cc(B2OC(C)(C)C(C)(C)O2)c3C=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,484000,5.6848
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3c(-c4ccccc4C=O)cc4n3[Ni+2]n3c(ccc32)C=C2N=C(C=C2c2ccccc2C=O)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,270000,5.4314
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3c(-c4ccccc4C=O)cc4n3[Ni+2]n3c2cc(-c2ccccc2C=O)c3C=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,270000,5.4314
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3c(-c4ccccn4)cc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,230000,5.3617
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3c(S)cc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,220000,5.3424
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Ni+2]n3c(ccc32)C=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,226000,5.3541
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Ni+2]n3c2cc(-c2ccc([N+](=O)[O-])cc2)c3C=C2N=C(C=C2c2ccc([N+](=O)[O-])cc2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,130000,5.1139
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4[N+](=O)[O-])cc(C(C)(C)C)c1,C(Cl)Cl,,,,,129000,5.1106
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4Br)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,196000,5.2923
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,180000,5.2553
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4CC[Si](C)(C)C)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,253000,5.4031
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Ni+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4N)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,160000,5.2041
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Zn+2]n3c(ccc32)C=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,472000,5.6739
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Zn+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4[N+](=O)[O-])cc(C(C)(C)C)c1,C(Cl)Cl,,,,,378000,5.5775
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Zn+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4Br)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,269153,5.43
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Zn+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C1CCOC1,,,,,627000,5.7973
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Zn+2]n3c2ccc3C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=CC(=N2)C=4N)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,473000,5.6749
CC(C)(C)c1cc(C2=C3C=CC(=N3)C=c3ccc4n3[Zn+2]n3c2ccc3C(c2cn(Cc3ccccc3)nn2)=C2C=CC(=N2)C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C1=CC=NC=C1,,,,,563000,5.7505
CC(C)(C)c1cc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc(C(C)(C)C)c1O,CCO,494,,,,20240,4.3062
CC(C)(C)c1cc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc(C(C)(C)C)c1O,CC1=CC=CC=C1,499,,,,20040,4.3019
CC(C)(C)c1cc(C2=c3ccc4n3[Ni+2]n3c(ccc3C(c3ccccc3)=C3C=CC2=N3)C(c2ccccc2)=C2C=CC(=N2)C=4c2ccccc2)cc(C(C)(C)C)c1O,C(Cl)(Cl)Cl,,,,,273600,5.4371
CC(C)(C)c1cc(C2=c3ccc4n3[Ni+2]n3c(ccc3C=C3C=CC2=N3)C=C2C=CC(=N2)C=4)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,177828,5.25
CC(C)(C)c1cc(-c2c3cc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)N=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,213000,5.3284
CC(C)(C)c1cc(-c2c3cc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4ccc([N+](=O)[O-])cc4)c4nc(c(-c5ccc([N+](=O)[O-])cc5)c5ccc2[nH]5)C=C4)N=C3)cc(C(C)(C)C)c1,C(Cl)Cl,726,741,15,0.0263,,
CC(C)(C)c1cc(-c2c3nc(c(Br)c4ccc([nH]4)c(Br)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)(Cl)Cl,,,,,380000,5.5798
CC(C)(C)c1cc(-c2c3nc(c(Br)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)(Cl)Cl,,,,,257040,5.41
CC(C)(C)c1cc(-c2c3nc(c(-c4c(Br)cccc4Br)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5c(Br)cccc5Br)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,489778,5.69
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc(C=O)c([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,CCCCCC,,,,,347000,5.5403
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc(-c5ccc(C(=O)O)cc5)c([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,177828,5.25
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(=O)O)cc(C(=O)O)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,295000,5.4698
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C([O])C4[O-])C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,151356,5.18
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C([O-])C4[O-])C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,169824,5.23
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C(=O)C4=O)C(=O)C3=O)cc(C(C)(C)C)c1,C(Cl)(Cl)Cl,,,,,123026,5.09
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C(=O)C4=O)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,177828,5.25
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,457088,5.66
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)(Cl)Cl,,,,,288403,5.46
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C1=CC=NC=C1,,,,,204173,5.31
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,CC1=CC=CC=C1,,,,,500000,5.699
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,CN(C)C=O,,,,,272000,5.4346
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4I)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,467735,5.67
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4O)C=C3)cc(C(C)(C)C)c1,C(Cl)(Cl)Cl,,,,,363076,5.56
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C(=O)C4=O)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,245470,5.39
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,489778,5.69
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(CBr)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,399900,5.602
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(CO)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,426000,5.6294
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(I)cc5)c5ccc2[nH]5)C(=O)C4=O)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,251188,5.4
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(I)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C1CCOC1,,,,,507000,5.705
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(I)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,562341,5.75
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,255495,5.4074
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(-n6cc(-c7ccccn7)nn6)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)(Cl)Cl,,,,,371535,5.57
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,CC1=CC=CC=C1,,,,,420000,5.6232
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(Cl)c5ccc2[nH]5)C(Cl)=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,384000,5.5843
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(O)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,C1CCOC1,,,,,230000,5.3617
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[nH]c2cc5-c2ccc[nH]2)C(c2ccc[nH]2)=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,138000,5.1399
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[nH]c2cc5-c2ccccc2)C(c2ccccc2)=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)Cl,,,,,280000,5.4472
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[nH]c2cc5O)C(O)=C4)C=C3)cc(C(C)(C)C)c1,C(Cl)(Cl)Cl,,,,,251189,5.4
CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[nH]c2cc5O)C(O)=C4)C=C3)cc(C(C)(C)C)c1,CS(=O)C,,,,,199526,5.3
