SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å)
COC(=O)c1[nH]c(-c2ccc(OC)cc2)c2nnc3ccc(OC)cc3c12,C(Cl)Cl,401,504,103,0.2823,11000,4.0414
COC(=O)c1[nH]c(-c2ccccc2)c2nnc3c4ccccc4oc3c12,C(Cl)Cl,403,473,70,0.1672,5000,3.699
COC(=O)c1[nH]c(-c2ccccc2)c2nnc3ccc(OC)cc3c12,C(Cl)Cl,392,475,83,0.0207,12000,4.0792
COC(=O)c1[nH]c(-c2ccccc2)c2nnc3ccsc3c12,C(Cl)Cl,401,478,77,0.1105,6000,3.7782
COC(=O)c1[nH]cc(Cc2ccc(OCc3ccccc3)cc2)c1N,O,,,,,20000,4.301
COC(=O)C1=C(C(=O)OC)[Se](=O)[C@]23C1=C[C@H](c1ccccc12)c1ccccc13,C(Cl)Cl,341,495,154,0.03,,
COC(=O)C1=C(C(=O)OC)C2(c3cc([N+](=O)[O-])ccc3-c3ccc([N+](=O)[O-])cc32)C2(/C=C/c3ccccc3)c3cc(OC)c(OC)cc3CCN12,C(Cl)Cl,337,495,158,0.00078,10965,4.04
COC(=O)C1=C(C(=O)OC)C2(c3cc(Cl)ccc3-c3c(Cl)cc(Cl)cc32)C2(/C=C/c3ccccc3)c3cc(OC)c(OC)cc3CCN12,C(Cl)Cl,327,487,160,0.00061,9550,3.98
COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3c(Br)cc(Br)cc32)C2(/C=C/c3ccc(Cl)cc3)c3cc(OC)c(OC)cc3CCN12,C(Cl)Cl,328,520,192,0.00116,12882,4.11
COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3c(Br)cc(Br)cc32)C2(/C=C/c3ccccc3)c3cc(OC)c(OC)cc3CCN12,C(Cl)Cl,328,491,163,0.00091,9550,3.98
COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3c(C(=O)OC)cccc32)[C@@H](c2ccc(Cl)cc2)C=C2c3cc(OC)c(OC)cc3CCN21,C(Cl)Cl,311,439,128,0.00593,8511,3.93
COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3ccc([N+](=O)[O-])cc32)C2(/C=C/c3ccccc3)c3cc(OC)c(OC)cc3CCN12,C(Cl)Cl,333,510,177,0.00069,11749,4.07
COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3ccccc32)[C@@H](c2ccc([N+](=O)[O-])cc2)C=C2c3cc(OC)c(OC)cc3CCN21,C(Cl)Cl,310,431,121,0.00065,10965,4.04
COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3ccccc32)[C@@H](c2ccc(C)cc2)C=C2c3cc(OC)c(OC)cc3CCN21,C(Cl)Cl,311,425,114,0.00491,9772,3.99
COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3ccccc32)[C@@H](c2ccccc2)C=C2c3cc(OC)c(OC)cc3CCN21,C(Cl)Cl,311,431,120,0.00354,12589,4.1
COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2([Se]1)c1ccccc13,C(Cl)Cl,370,494,124,0.86,,
COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,CCCCCC,353,465,112,,,
COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,CCOCC,353,473,120,,,
COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,C1CCOC1,355,477,122,,,
COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,C1CCCCC1,356,477,121,,,
COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,CC#N,355,489,134,,,
COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,CO,357,500,143,,,
COC(=O)C1=C(C(=O)OC)SC(=c2ccc3c(c2)C=CC2OC(c4ccccc4)(c4ccccc4)C=CC=32)S1,CC1=CC=CC=C1,327,,,,,
COC(=O)C1=C(C(c2ccccc2)c2ccccc2)C=CC1=C(c1ccc(OC)cc1)c1ccc(OC)cc1,C1CCCCC1,,,,,31623,4.5
COC(=O)C1=C(C(c2ccccc2)c2ccccc2)C=CC1=C(c1ccccc1)c1ccccc1,C1CCCCC1,,,,,25177,4.401
COC(=O)C1=C(C(N)=O)N2N=Cc3ccccc3C2C1C(=O)OC,CCO,487,,,,,
COC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1cccc(Cl)c1,CO,362,,,,,
COC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1cccc(Cl)c1Cl,CO,367,,,,,
COC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1ccccc1Cl,CO,367,,,,,
COC(=O)C1=C(Cc2ccccc2)C(=O)N(C)C1,CCO,,,,,8800,3.9445
COC(=O)C1=C(O)[C@@H](C)[C@@H]2Oc3ccccc3C(=O)[C@H]2[C@]1(O)C(=O)OC,C(Cl)Cl,,,,,11428,4.058
COC(=O)C1=C(O)C[C@@H]2Oc3ccc(Br)cc3C(=O)[C@H]2[C@]1(O)C(=O)OC,C(Cl)Cl,,,,,18671,4.2712
COC(=O)C1=C(O)C[C@@H]2Oc3ccc(C)cc3C(=O)[C@H]2[C@]1(O)C(=O)OC,C(Cl)Cl,,,,,9993,3.9997
COC(=O)C1=C(O)C[C@@H]2Oc3ccccc3C(=O)[C@H]2[C@]1(O)C(=O)OC,C(Cl)Cl,,,,,21016,4.3226
COC(=O)C1=C[C@H](O)[C@H](O)[C@H]2[C@@]1(C)CC[C@H]1[C@H](O)O[C@H](c3ccoc3)C[C@@]12C,CO,,,,,9772,3.99
COC(=O)C1=C[C@H](O)[C@H](O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@@]12C,CO,,,,,10715,4.03
COC(=O)C1=C[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@@]12C,CC#N,,,,,12589,4.1
COC(=O)C1=C[C@H](OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]2[C@]3(C)C[C@@H](c4ccoc4)OC(=O)C3CC[C@@]12C,CO,,,,,8710,3.94
COC(=O)C1=C2[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H]3C(=O)O[C@H](c4ccoc4)C[C@@]3(C)[C@@H]2CCC1,CO,,,,,12896,4.1105
COC(=O)C1=C2C(C)=C(Br)C(C)=[N+]2[B-](F)(F)n2c(C)c(Br)c(C)c21,CC#N,539,,,,,
COC(=O)C1=C2C(C)=C(Cl)C(C)=[N+]2[B-](F)(F)n2c(C)c(Cl)c(C)c21,CC#N,538,,,,18590,4.2693
COC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)c(Br)c(C)c21,CC#N,522,,,,19160,4.2824
COC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)c(Cl)c(C)c21,CC#N,521,,,,19190,4.2831
COC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CN(C)C=O,509,,,,19650,4.2934
COC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,511,,,,19570,4.2916
COC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C(Cl)(Cl)Cl,516,,,,,
COC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCO,511,,,,,
COC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC#N,509,,,,,
COC(=O)C1=C2C=CC=NN2C(C(=O)OC)C1,C1CCCCC1,496,,,,,
COC(=O)C1=C2N=C(C(C)=C2C)C(C(=O)OC)=c2c(C)c(C)c3n2[Zn+2]n2c(c(C)c(C)c21)C=C1N=C(C=3)C(C)=C1C,C(Cl)Cl,,,,,260000,5.415
COC(=O)C1=CC(=O)C(O)=C2[C@@]3(C)C[C@@H](c4ccoc4)OC(=O)[C@@H]3CC[C@@]12C,CC#N,,,,,19952,4.3
COC(=O)C1=Cc2ccc3ccccc3c2C(=O)C1(C)C,CCO,,,,,44900,4.6522
COC(=O)C1=CCC[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](c3ccoc3)C[C@@]12C,CO,,,,,14874,4.1724
COC(=O)C1=CCC[C@H]2[C@]3(C)C[C@@H](c4ccoc4)OC(=O)[C@@H]3C[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]12C,CO,,,,,9600,3.9823
COC(=O)C1=CCC[C@H]2[C@]3(C)C[C@@H](c4ccoc4)OC(=O)C3=C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]12C,CO,,,,,11800,4.0719
COC(=O)C1=CCCC1C1=C(C)C2=Cc3c(C)c(C4CCC=C4C(=O)OC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,530,,,,,
COC(=O)C1=CCCC1C1=C(C)C2=Cc3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CCO,518,,,,,
COC(=O)C1=CCCCC1C1=C(C)C2=Cc3c(C)c(C4CCCC=C4C(=O)OC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,529,,,,,
COC(=O)C1=CCCCC1C1=C(C)C2=Cc3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CCO,517,,,,,
COC(=O)C1=NNC(C(=O)OC)=C2c3ccccc3C(=O)c3ccccc3C12,CC#N,391,505,114,0.32,5014,3.7002
COC(=O)c1c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c1C(=O)OC,CC#N,526,,,,,
COC(=O)c1c(C(=O)OC)c(C(c2ccccc2)c2ccccc2)n(-c2ccc(OC)cc2)c(=O)c1Cl,CO,,,,,5623,3.75
COC(=O)c1c(C(=O)OC)c2cc(C)ccn2c1-c1nc(CN)c(CN)nc1-c1ccccc1,C1CCOC1,452,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(C)nn2c1C,C1CCCCC1,380,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3c4ccccc4cc4ccccc34)nn2c1C(=O)OC,CCCCCC,510,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3ccc(C)cc3)nn2c1C(=O)OC,CCCCCC,452,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3ccc(-c4ccccc4)cc3)nn2c1C(=O)OC,CO,455,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3ccc(F)cc3)nn2c1C(=O)OC,CO,454,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3ccc(OC)cc3)nn2c1C(=O)OC,CO,466,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3ccc4ccccc4c3)nn2c1C(=O)OC,CO,460,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3cccc4ccccc34)nn2c1C(=O)OC,CO,453,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc(Br)cc3)nn2c1C(=O)OC,CC#N,350,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc(F)cc3)nn2c1C(=O)OC,CO,449,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc(OC)cc3)nn2c1C(=O)OC,CO,445,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc4ccccc4c3)nn2c1C(=O)OC,CO,450,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(CCc3ccc(F)cc3)nn2c1C(=O)OC,CS(=O)C,467,,,,,
COC(=O)c1c(C(=O)OC)c2ccc(CCc3ccccc3)nn2c1C(=O)OC,CS(=O)C,467,,,,,
COC(=O)c1c(C(=O)OC)c2ccccn2c1-c1nc(CN)c(CN)nc1-c1ccccc1,C1CCOC1,440,,,,,
COC(=O)c1c(C(=O)OC)c2cccnn2c1C(=O)c1ccc(C)cc1,C1CCCCC1,451,,,,,
COC(=O)c1c(C(=O)OC)c2cccnn2c1C(=O)c1ccc(Cl)cc1,C1CCCCC1,448,,,,,
COC(=O)c1c(C(=O)OC)c2cccnn2c1C(=O)c1ccc(F)cc1,C1CCCCC1,446,,,,,
COC(=O)c1c(C(=O)OC)c2cccnn2c1C(=O)OC,C1CCCCC1,431,,,,,
COC(=O)c1c(C)[nH]c(C)c1C(=O)c1cc(F)ccc1Cc1ccc(F)cc1,CCO,,,,,32359,4.51
COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccc(F)cc1,CCO,,,,,32359,4.51
COC(=O)c1c(C)cc(N2CCCCC2)c2c(=O)n(O)c3ccccc3c12,CO,,,,,30902,4.49
COC(=O)c1c(C)cc(N2CCOCC2)c2c(=O)n(O)c3ccc(Cl)cc3c12,CO,,,,,16595,4.22
COC(=O)c1c(C)cc(O)c2c(=O)[nH]c3ccccc3c12,CO,,,,,26302,4.42
COC(=O)c1c(C)cc(O)c2c(=O)n(O)c3ccccc3c12,CO,,,,,16982,4.23
COC(=O)c1c(C)nn(-c2nc3ccccc3s2)c1-c1ccccc1O,CS(=O)C,292,,,,,
COC(=O)c1c(C)sc2c1N(C)C1(C=Cc3c(ccc4ccccc34)O1)C2(C)C,CC1=CC=CC=C1,564,,,,,
COC(=O)c1c(C=Cc2ccc(C=Cc3cc(OC)c(OC)c(OC)c3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5cc(OC)c(OC)c(OC)c5)cc4)oc3cc12,C(Cl)Cl,451,,,,98800,4.9948
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc([N+](=O)[O-])cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc([N+](=O)[O-])cc5)cc4)oc3cc12,C(Cl)Cl,455,,,,123200,5.0906
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(C(F)(F)F)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(C(F)(F)F)cc5)cc4)oc3cc12,C(Cl)Cl,446,,,,118800,5.0748
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(C)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(C)cc5)cc4)oc3cc12,C(Cl)Cl,447,,,,110000,5.0414
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(Cl)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(Cl)cc5)cc4)oc3cc12,C(Cl)Cl,446,,,,94400,4.975
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(F)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(F)cc5)cc4)oc3cc12,C(Cl)Cl,445,,,,101200,5.0052
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(OC)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(OC)cc5)cc4)oc3cc12,C(Cl)Cl,450,,,,113200,5.0538
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(SC)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(SC)cc5)cc4)oc3cc12,C(Cl)Cl,452,,,,106400,5.0269
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc4ccccc4c3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc6ccccc6c5)cc4)oc3cc12,C(Cl)Cl,452,,,,128000,5.1072
COC(=O)c1c(C=Cc2ccc(C=Cc3ccccc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccccc5)cc4)oc3cc12,C(Cl)Cl,445,,,,119600,5.0777
COC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2ccc(Br)cc2)c1C(=O)OC,C(Cl)Cl,325,401,76,,20892,4.32
COC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OC,C(Cl)Cl,324,401,77,,23247,4.3664
COC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(F)c2)c1C(=O)OC,C(Cl)Cl,323,402,79,,19007,4.2789
COC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2ccccc2)c1C(=O)OC,C(Cl)Cl,322,401,79,,22238,4.3471
COC(=O)c1c(Cl)c([C](c2c(Cl)c(C(=O)OC)c(Cl)c(C(=O)OC)c2Cl)c2c(Cl)c(C(=O)OC)c(Cl)c(C(=O)OC)c2Cl)c(Cl)c(C(=O)OC)c1Cl,C1CCOC1,,,,,30050,4.4778
COC(=O)c1c(Cl)c(C(=O)OC)c(Cl)c(C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,C1CCCCC1,,,,,31181,4.4939
COC(=O)c1c(Cl)c(Cl)c([C](c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C1CCCCC1,,,,,85700,4.933
COC(=O)c1c(Cl)c(Cl)c(C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C1CCCCC1,,,,,112500,5.0512
COC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,C1COCCO1,,,,,100000,5
COC(=O)c1c(N2CCCCC2)cc(C)c2c(=O)[nH]c3ccccc3c12,CO,,,,,87096,4.94
COC(=O)c1c(NC(C)(C)C)oc(-c2ccc(-c3ccccc3)cc2)c1C(=O)OC,CC#N,355,446,91,0.14,,
COC(=O)c1c(NC(C)(C)C)oc(-c2ccccc2)c1C(=O)OC,CC#N,334,446,112,0.1,,
COC(=O)c1c(O)cc(CC2=Cc3c(-c4ccccc4)oc4cccc(c34)C2=O)c(C2SCCS2)c1O,C(Cl)Cl,,,,,30180,4.4797
COC(=O)c1c(O)ccc(O)c1CC1=CCCCC1,CCO,,,,,37700,4.5763
COC(=O)c1c(O)ccc2oc3cc(C)cc(O)c3c(=O)c12,CO,,,,,35200,4.5465
COC(=O)c1c(OC)cc2oc3ccccc3c(=O)c2c1O,CCO,,,,,38500,4.5855
COC(=O)c1c(OC)ccc2oc3cc(C)cc(OC)c3c(=O)c12,CO,,,,,19498,4.29
COC(=O)c1c[nH]c(Cc2ccccc2)c1C(=O)OC,CCO,,,,,18850,4.2753
COC(=O)c1c2c(c3ccccc3c1O)OC(C)(C)C=C2,CO,,,,,24800,4.3945
COC(=O)c1c2c(c3ccccc3c1O)OC(C)(C)CC2,CO,,,,,29512,4.47
COC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2,C(Cl)Cl,378,488,110,0.99,,
COC(=O)c1c2c(sc(=O)c1C(=O)OC)-c1ccc(OC)cc1CC2,CO,,,,,15849,4.2
COC(=O)c1c2ccccc2[n+]([O-])c2ccccc12,C(Cl)Cl,,,,,18885,4.2761
COC(=O)c1c2ccccc2[n+](C)c2ccccc12,C(Cl)Cl,,,,,11668,4.067
COC(=O)c1c2ccccc2nc2c(C)cccc12,C(Cl)Cl,,,,,3088,3.4897
COC(=O)c1c2ccccc2nc2cc(Br)ccc12,C(Cl)Cl,,,,,5864,3.7682
COC(=O)c1c2ccccc2nc2cc(Cl)ccc12,C(Cl)Cl,,,,,10954,4.0396
COC(=O)c1c2ccccc2nc2cc(OC)ccc12,C(Cl)Cl,,,,,7377,3.8679
COC(=O)c1c2ccccc2nc2cc(OC)ccc12,CO,,,,,9100,3.959
COC(=O)c1c2ccccc2nc2ccc([N+](=O)[O-])cc12,C(Cl)Cl,,,,,5188,3.715
COC(=O)c1c2ccccc2nc2ccc(Br)cc12,C(Cl)Cl,,,,,6601,3.8196
COC(=O)c1c2ccccc2nc2ccc(C(C)C)cc12,C(Cl)Cl,,,,,5359,3.7291
COC(=O)c1c2ccccc2nc2ccc(C)cc12,C(Cl)Cl,,,,,4850,3.6857
COC(=O)c1c2ccccc2nc2ccc(-c3ccccc3)cc12,C(Cl)Cl,,,,,14495,4.1612
COC(=O)c1c2ccccc2nc2ccc(Cl)cc12,C(Cl)Cl,,,,,8709,3.94
COC(=O)c1c2ccccc2nc2ccc(F)cc12,C(Cl)Cl,,,,,5167,3.7132
COC(=O)c1c2ccccc2nc2ccc(I)cc12,C(Cl)Cl,,,,,13832,4.1409
COC(=O)c1c2ccccc2nc2ccc(OC)cc12,C(Cl)Cl,,,,,6801,3.8326
COC(=O)c1c2ccccc2nc2cccc(Br)c12,C(Cl)Cl,,,,,4051,3.6076
COC(=O)c1c2ccccc2nc2ccccc12,C1COCCO1,361,420,59,0.004,10496,4.021
COC(=O)c1c2ccccc2nc2ccccc12,C1CCOC1,361,418,57,0.003,10424,4.018
COC(=O)c1c2ccccc2nc2ccccc12,C(Cl)(Cl)Cl,361,428,67,0.029,12078,4.082
COC(=O)c1c2ccccc2nc2ccccc12,CC#N,360,422,62,0.011,11029,4.0425
COC(=O)c1c2ccccc2nc2ccccc12,CCO,360,432,72,0.03,11215,4.0498
COC(=O)c1c2ccccc2nc2ccccc12,C(Cl)Cl,361,422,61,0.014,,
COC(=O)c1c2ccccc2nc2ccccc12,CO,360,432,72,0.032,,
COC(=O)c1c2nc(c(C(=O)OC)c3ccc([nH]3)c(C(F)(F)F)c3nc(c(C(=O)OC)c4ccc1[nH]4)C=C3)C=C2,C(Cl)Cl,,,,,249200,5.3965
COC(=O)c1c2nc(c(C(F)(F)F)c3ccc([nH]3)c(C(=O)OC)c3nc(c(C(F)(F)F)c4ccc1[nH]4)C=C3)C=C2,C(Cl)Cl,,,,,167960,5.2252
COC(=O)c1c2nc(c(C(F)(F)F)c3ccc([nH]3)c(C(F)(F)F)c3nc(c(C(=O)OC)c4ccc1[nH]4)C=C3)C=C2,C(Cl)Cl,,,,,215000,5.3324
COC(=O)c1c2nc(c(C(F)(F)F)c3ccc([nH]3)c(C(F)(F)F)c3nc(c(C(F)(F)F)c4ccc1[nH]4)C=C3)C=C2,C(Cl)Cl,,,,,186800,5.2714
COC(=O)c1cc(/C=C/c2ccc(F)cc2)n2ccc3ccccc3c12,C(Cl)Cl,365,434,69,,,
COC(=O)c1cc(/C=C/c2ccccc2)n2ccc3ccccc3c12,C(Cl)Cl,367,435,68,,,
COC(=O)c1cc(/C=C/c2ccccc2)n2ccccc12,C(Cl)Cl,368,461,93,,,
COC(=O)c1cc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc(C(=O)OC)c1,CCOC(=O)C,471,,,,26000,4.415
COC(=O)c1cc([C+](c2ccccc2)c2ccccc2)c2cccccc1-2,CC#N,,,,,24547,4.39
COC(=O)c1cc([N+](=O)[O-])cc2sc3ccccc3c(=O)c12,C(Cl)(Cl)Cl,,,,,4380,3.6415
COC(=O)c1cc(=O)n(C)c2cc(-c3cc(OC)c(OC)c(OC)c3)sc12,C(Cl)Cl,400,485,85,0.53,24700,4.3927
COC(=O)c1cc(=O)n(C)c2cc(-c3cc(OC)c(OC)c(OC)c3)sc12,CC#N,398,495,97,0.38,,
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,CC1=CC=CC=C1,442,529,87,,,
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,C1CCOC1,430,502,72,,,
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,CN(C)C=O,456,509,53,0.1,,
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,CS(=O)C,460,508,48,0.17,,
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,CO,456,493,37,0.3,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,C(Cl)Cl,434,554,120,0.82,29100,4.4639
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,CC#N,396,474,78,0.77,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,CC1=CC=CC=C1,402,473,71,0.98,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,C1CCOC1,402,472,70,0.99,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,C(Cl)(Cl)Cl,400,472,72,0.95,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,CN(C)C=O,402,477,75,0.99,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,CS(=O)C,404,480,76,0.99,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,CCO,400,480,80,0.99,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,CO,396,484,88,0.99,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(Oc4ccccc4)cc3)sc12,CC#N,396,469,73,0.63,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCCO4)sc12,C(Cl)Cl,402,473,71,0.83,28600,4.4564
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCCO4)sc12,CC#N,398,478,80,0.68,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCO4)sc12,CC#N,400,482,82,0.44,,
COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(OC)c3)sc12,C(Cl)Cl,394,464,70,0.48,46000,4.6628
COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(OC)c3)sc12,CC#N,394,463,69,0.32,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3)sc12,CC#N,392,462,70,0.46,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3N(C)C)sc12,CC#N,402,484,82,,,
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3OC)sc12,CC#N,396,468,72,0.61,,
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(OC)cc3)sc12,C(Cl)Cl,404,474,70,0.99,40000,4.6021
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(OC)cc3)sc12,CC#N,400,477,77,0.9,,
COC(=O)c1cc(=O)oc2c1ccc1ccccc12,CCO,,,,,25292,4.403
COC(=O)c1cc(C(=O)OC)c2c(n1)C(=O)C(=O)c1ccccc1-2,CC#N,,,,,21200,4.3263
COC(=O)c1cc(C(=O)OC)cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)c1,C(Cl)Cl,,,,,637000,5.8041
COC(=O)c1cc(C(=O)OC)n2nc(-c3ccc(Br)cc3)ccc12,CC#N,355,,,,,
COC(=O)c1cc(C(=O)OC)n2nc(-c3ccc(Cl)cc3)ccc12,CC#N,356,,,,,
COC(=O)c1cc(C(=O)OC)n2ncc3ccccc3c12,C1CCCCC1,446,,,,,
